,Equal Weight,Trad. MVO,ML-Enhanced MVO (rank±5%),Black-Litterman,HRP,CCBN-only Benchmark,ML-MVO Raw μ (ablation)
2024-06-21,1.2031554237775564,2.7877475995681573,2.7914966952975084,2.868037710875648,1.078243391920197,3.8623992400480853,2.594299527080421
2024-06-24,1.2004079827228389,2.7641646191634757,2.7678033336662153,2.844021596854847,1.0783981207784004,3.8293783170159728,2.5734583610878645
2024-06-25,1.2004503002721134,2.7727723414729017,2.7763507474017954,2.8540513979602005,1.079893461622581,3.8450625529534808,2.576898308149367
2024-06-26,1.1997330947853977,2.7607118836848286,2.7642891298893932,2.8415064111290254,1.080079851231231,3.8280326112296836,2.5698219123097386
2024-06-27,1.2114232184071305,2.7908789681724673,2.7947321192902095,2.8711863046977215,1.085257260443641,3.8682065850449208,2.606828831900797
2024-06-28,1.212182127260607,2.7881900990499644,2.792005337128782,2.8679433648347805,1.0851077204983712,3.861821648379221,2.604470529827306
2024-07-01,1.21847711302103,2.795109345827408,2.798842056637226,2.87370568789735,1.08820423855821,3.8639476168603157,2.6131671802798153
2024-07-02,1.2217121731388565,2.7969824528465104,2.8007265522271525,2.8750004884630544,1.0910968908033558,3.8639901476952248,2.6171014315368275
2024-07-03,1.2273528528197992,2.837974165237856,2.841668673627092,2.9195546558295598,1.0980825262343394,3.9291272620223667,2.6416719812737086
2024-07-04,1.2311646298021026,2.8967732222802525,2.9004305657637985,2.9831357625307513,1.0989005066677973,4.021772939145865,2.6814412071607325
2024-07-05,1.2374133548096533,2.9877626665249464,2.991276315629089,3.0816620665645793,1.1043947652796597,4.164212633295923,2.735686405186745
2024-07-09,1.233324531597219,2.964025268700106,2.9675963060656456,3.0580589919188603,1.1041242969099438,4.136219805789575,2.719214998231983
2024-07-10,1.2256985500635555,2.957421432817126,2.961031293077529,3.055323556191146,1.10011434217367,4.146811923756709,2.7106167077248386
2024-07-11,1.2277375867735174,3.002848266685325,3.0064347892627916,3.1031961810719193,1.100319185823008,4.214117739167647,2.7396023114465966
2024-07-12,1.222817578222731,3.005118059308031,3.0086304118279243,3.1050622749005603,1.0973339856891424,4.214181364338282,2.7358512123015326
2024-07-15,1.223355140521898,3.036660590747837,3.040083782191945,3.1383927711707837,1.0966732056838842,4.2605418132658635,2.7527875415994516
2024-07-16,1.2187223996907826,3.021509290007463,3.024892222875161,3.1223380435910717,1.0939957262156288,4.237149710607856,2.7389903547791907
2024-07-17,1.2189186166454522,3.014860119855989,3.0182733093108425,3.116002848684404,1.09451621076003,4.230782842827447,2.7361518508582754
