,Equal Weight,Trad. MVO (40% cap),ML-MVO (40% cap),BL (40% cap),HRP
2024-07-04,1.2311646298021026,1.5833900509713688,1.5845006679700009,1.6426158945388327,1.0989005066677973
2024-07-05,1.2374133548096533,1.609491656437516,1.6103923175704333,1.665771112140573,1.1043947652796597
2024-07-09,1.233324531597219,1.6056393503140562,1.6063996500338014,1.6569699296504719,1.1041242969099438
2024-07-10,1.2256985500635555,1.5972163334190062,1.5978325214364373,1.6425266672479535,1.10011434217367
2024-07-11,1.2277375867735174,1.6095981490027447,1.610281364009102,1.6572370685479132,1.100319185823008
2024-07-12,1.222817578222731,1.6061960433378055,1.6069709108660577,1.6563076584072252,1.0973339856891424
2024-07-15,1.223355140521898,1.6126911684507683,1.6134529527668546,1.6640070680424042,1.0966732056838842
2024-07-16,1.2187223996907826,1.608510568669605,1.6092274441677292,1.6586938191282212,1.0939957262156288
2024-07-17,1.2189186166454522,1.6050661353897304,1.6057833206135885,1.654637586622569,1.09451621076003
2024-07-18,1.2137106672742084,1.5967736564824264,1.5974566865826898,1.6443716918723303,1.0924710191725666
2024-07-19,1.2195300694096018,1.596581277575817,1.5973573766559583,1.6458971429398854,1.096647809722491
2024-07-22,1.2131237250731035,1.589460449603839,1.5903730738555446,1.6416040895202169,1.0905772156603688
2024-07-23,1.212500601118316,1.5861343142973725,1.5869642633582146,1.63484497464262,1.0917483397141026
2024-07-24,1.2122793086490287,1.5890185864072004,1.5897419110801791,1.6371593066079175,1.0922870849661548
2024-07-25,1.2081287826337186,1.5824249705244686,1.5832254751968775,1.6311272831845491,1.089369585881807
2024-07-26,1.2043221777019484,1.5842106377728342,1.5846956105392895,1.6282368710120771,1.0907206005991337
2024-07-29,1.2008290912479014,1.5822708368328455,1.5827079157818438,1.6248160165449983,1.0901278492023672
2024-07-30,1.1992392017476035,1.5769249567603822,1.5773059361348865,1.6191125445910661,1.0886844348531606
2024-07-31,1.2071200497964623,1.5855184307542898,1.5860479004867882,1.629297170956234,1.0920595464337794
2024-08-01,1.2106059631619444,1.5912141702767464,1.5918501966321397,1.63715826101501,1.092459993989785
2024-08-02,1.2028587381061453,1.5786499382386705,1.5791582246463454,1.6227205612289912,1.0902331620042927
2024-08-05,1.1784814110904591,1.530203295794866,1.5306965795987073,1.571862281200649,1.07560295525834
2024-08-06,1.1964495772904722,1.5539696168062005,1.5545944788432364,1.5989479025184143,1.084121272870814
2024-08-07,1.2010281560234914,1.56526777848145,1.5658794557190348,1.6119910874531727,1.0871192233838762
2024-08-08,1.1975305184019274,1.5570965890542143,1.5576427544378322,1.6012556088562673,1.0870205107657414
2024-08-09,1.2025609862455855,1.559768392584666,1.5603708414069302,1.6059850522550356,1.0910338329431228
2024-08-12,1.2004731319889295,1.563650994000449,1.5642550476615755,1.6089599916710935,1.0897230863227148
2024-08-13,1.2056095986662467,1.5695418310741678,1.570146424574733,1.6133355913943606,1.0929433036019276
2024-08-14,1.2167741562691177,1.5784332932078207,1.5791174436432556,1.6228412258977234,1.1007462911024144
2024-08-15,1.223972270435702,1.5892679272658066,1.5897758850626538,1.6300631316366747,1.1065623999369596
2024-08-16,1.222643313447563,1.5861783118779813,1.5868730464371612,1.630731842946299,1.1046574869788812
2024-08-19,1.2216218034124167,1.5828586132513722,1.5835044646492709,1.6259046788077725,1.1040024556260564
2024-08-20,1.2261778765919513,1.587888090463864,1.588570835429925,1.6308923989891584,1.1060065191136876
2024-08-21,1.2229075805259593,1.5840825194934236,1.5846824187566566,1.62644369570275,1.1030533197872063
2024-08-22,1.2285687886263612,1.5871156777190438,1.5878868902341667,1.6318995977941124,1.1062155046192779
2024-08-23,1.2272939614832428,1.5925067975110772,1.5931799107934534,1.6375597075907755,1.104775807273725
2024-08-26,1.2328521839873259,1.601195805962967,1.6019785380262748,1.6498121221058388,1.1069979568056667
2024-08-27,1.2307497581233677,1.6000089647549554,1.6006923829009962,1.6468474812307352,1.10673762617822
2024-08-28,1.2284428880023723,1.5945712675594332,1.5952362561424027,1.6403464807873833,1.1061497914902447
2024-08-29,1.2271168838751498,1.590640718598833,1.5913071126207272,1.6360001590757798,1.1052236474885473
2024-09-02,1.220875623128136,1.5828738735438392,1.5834863255924143,1.627042378991083,1.1016621157414421
2024-09-03,1.215062279392367,1.5788627801983133,1.5794589536533226,1.6231874800372705,1.098035548898448
2024-09-04,1.2108428550372732,1.5654810815785971,1.5659667799009886,1.6075918787554593,1.0969397754094683
2024-09-05,1.2103127278604893,1.560915950518378,1.561296174853025,1.6014677401342645,1.0967465975284894
2024-09-06,1.208878138393932,1.5640384027147245,1.5644562612668664,1.605258168902451,1.095340763655812
2024-09-09,1.2060837712932493,1.556518575491019,1.55702418038365,1.5977074174735946,1.0931366455282971
2024-09-10,1.2032093950664493,1.5524064136345546,1.5527184175904638,1.5921418682019168,1.0920418158721061
2024-09-11,1.1975889324798001,1.5418974823429514,1.542054877604609,1.5806984401024153,1.088176633437957
2024-09-12,1.2000949103709089,1.5437977743281177,1.5441267382918553,1.5860363093916943,1.0886208878394013
